timestamp,roll,pitch,yaw
175,1.0661621,-0.001953125,0.011962891
176,1.0661621,-0.001953125,0.011962891
177,1.0661621,-0.001953125,0.011962891
178,1.0637207,0.00048828125,0.01928711
179,1.0637207,0.00048828125,0.01928711
180,1.0637207,0.00048828125,0.01928711
181,0.5150492,5.458348,0.01928711
182,0.5150492,5.458348,0.01928711
183,1.0546875,5.458348,0.0076335883
184,1.0603027,-0.001953125,0.017822266
185,1.0603027,-0.001953125,0.017822266
186,1.0603027,-0.001953125,0.017822266
187,1.0639648,-0.0014648438,0.013427734
188,1.0639648,-0.0014648438,0.013427734
189,1.0639648,-0.0014648438,0.013427734
190,0.94344413,-0.0014648438,0.013427734
191,0.94344413,10.579885,0.016183207
192,0.94344413,10.579885,0.016183207
193,1.1657342,0.0048828125,0.009521484
194,1.1657342,12.220089,0.009521484
195,1.1657342,12.220089,0.019389313
196,1.2129582,0.0009765625,0.015136719
197,1.2129582,13.831525,0.015136719
198,1.2129582,13.831525,0.020152671
199,1.3059806,-0.005859375,0.019042969
200,1.3059806,15.407385,0.019042969
201,1.3059806,15.407385,0.024885496
202,1.0722656,16.95105,0.023664122
203,1.0722656,16.95105,0.023664122
204,1.0722656,16.95105,0.023664122
205,1.065918,-0.009033203,0.025634766
206,1.065918,-0.009033203,0.025634766
207,1.065918,-0.009033203,0.025634766
208,1.8343419,-0.009033203,0.025634766
209,1.8343419,19.949451,0.025634766
210,1.8343419,19.949451,0.027633589
211,1.647902,-0.0056152344,0.022460938
212,1.647902,21.404718,0.022460938
213,1.647902,21.404718,0.028854962
214,1.6396606,-0.0068359375,0.020996094
215,1.6396606,22.826023,0.020996094
216,1.6396606,22.826023,0.030839695
217,1.5989125,-0.004638672,0.017822266
218,1.5989125,24.211988,0.017822266
219,1.5989125,24.211988,0.034503818
220,1.5060499,0.0012207031,0.015136719
221,1.5060499,25.58333,0.015136719
222,1.5060499,25.58333,0.035114504
223,1.0625,0.005859375,0.020507812
224,1.0625,0.005859375,0.020507812
225,1.0625,0.005859375,0.020507812
226,1.0610352,28.235785,0.03877863
227,1.0610352,28.235785,0.03877863
228,1.0610352,28.235785,0.03877863
229,2.1632805,-0.0029296875,0.025146484
230,2.1632805,29.525072,0.025146484
231,1.0632324,29.525072,0.037557255
232,2.0522823,30.785524,0.020019531
233,2.0522823,30.785524,0.020019531
234,1.0568848,-0.004638672,0.039389316
235,2.274149,-0.004638672,0.017333984
236,2.274149,32.025154,0.017333984
237,1.0605469,32.025154,0.04152672
238,2.4169693,-0.004638672,0.0126953125
239,2.4169693,33.240715,0.0126953125
240,2.4169693,33.240715,0.045343515
241,1.0605469,34.41786,0.049770996
242,1.0605469,34.41786,0.049770996
243,1.0605469,34.41786,0.049770996
244,1.0632324,-0.0026855469,0.018066406
245,1.0632324,-0.0026855469,0.018066406
246,1.0632324,-0.0026855469,0.018066406
247,2.7491095,-0.0026855469,0.018066406
248,2.7491095,36.724533,0.018066406
249,2.7491095,36.724533,0.04931298
250,2.849519,37.84015,0.051297713
251,2.849519,37.84015,0.051297713
252,2.849519,37.84015,0.051297713
253,1.0605469,-0.0014648438,0.017822266
254,1.0605469,-0.0014648438,0.017822266
255,1.0605469,-0.0014648438,0.017822266
256,1.0634766,40.012424,0.055572525
257,1.0634766,40.012424,0.055572525
258,1.0634766,40.012424,0.055572525
259,2.8960423,41.061207,0.05603054
260,2.8960423,41.061207,0.05603054
261,2.8960423,41.061207,0.05603054
262,1.0656738,-0.0017089844,0.01171875
263,1.0656738,-0.0017089844,0.01171875
264,1.0656738,-0.0017089844,0.01171875
265,1.0585938,-0.005859375,0.01928711
266,1.0585938,-0.005859375,0.01928711
267,1.0585938,-0.005859375,0.01928711
268,3.3635998,-0.005859375,0.01928711
269,3.3635998,44.098183,0.01928711
270,3.3635998,44.098183,0.06213741
271,1.0605469,45.06517,0.06458016
272,1.0605469,45.06517,0.06458016
273,1.0605469,45.06517,0.06458016
274,4.0543528,46.018818,0.014160156
275,4.0543528,46.018818,0.014160156
276,1.0605469,46.018818,0.06732825
277,3.8378801,0.0017089844,0.01977539
278,3.8378801,46.953617,0.01977539
279,3.8378801,46.953617,0.06793894
280,1.0625,47.866,0.06900764
281,1.0625,47.866,0.06900764
282,1.0625,47.866,0.06900764
283,1.0629883,-0.0063476562,0.020507812
284,1.0629883,-0.0063476562,0.020507812
285,1.0629883,-0.0063476562,0.020507812
286,4.6776967,-0.0063476562,0.020507812
287,4.6776967,49.625347,0.020507812
288,4.6776967,49.625347,0.0778626
289,5.0066395,-0.0034179688,0.021240234
290,5.0066395,50.48654,0.021240234
291,5.0066395,50.48654,0.08366413
292,1.0629883,-0.0034179688,0.022460938
293,1.0629883,-0.0034179688,0.022460938
294,1.0629883,-0.0034179688,0.022460938
295,1.0610352,52.16707,0.08687024
296,1.0610352,52.16707,0.08687024
297,1.0610352,52.16707,0.08687024
298,5.4531813,-0.0041503906,0.0146484375
299,5.4531813,52.98434,0.0146484375
300,1.0620117,-0.0031738281,0.016845703
301,1.0634766,-0.0043945312,0.016845703
302,1.0634766,-0.0043945312,0.016845703
303,1.0634766,-0.0043945312,0.016845703
304,6.1618323,-0.0043945312,0.016845703
305,6.1618323,54.55766,0.016845703
306,6.1618323,54.55766,0.09007634
307,6.301521,0.0075683594,0.020019531
308,6.301521,55.30999,0.020019531
309,6.301521,55.30999,0.08824428
310,6.290686,-0.0009765625,0.011230469
311,6.290686,56.061012,0.011230469
312,6.290686,56.061012,0.09007634
313,1.0939941,-0.057373047,-0.046142578
314,1.0939941,-0.057373047,-0.046142578
315,1.0939941,-0.057373047,-0.046142578
316,8.346547,57.655598,-0.046142578
317,8.346547,57.655598,-0.046142578
318,8.346547,57.655598,-0.30167937
319,1.059082,-0.09887695,0.0017089844
320,1.059082,-0.09887695,0.0017089844
321,1.059082,-0.09887695,0.0017089844
322,5.164101,-0.09887695,0.0017089844
323,5.164101,58.765255,0.0017089844
324,5.164101,58.765255,-0.47099236
325,1.0429688,0.2019043,0.029541016
326,1.0429688,0.2019043,0.029541016
327,1.0429688,0.2019043,0.029541016
328,1.1035156,60.797314,-0.17022902
329,1.1035156,60.797314,-0.17022902
330,1.1035156,60.797314,-0.17022902
331,5.6876826,-0.11376953,-0.035888672
332,0.95654297,60.480057,-0.21526718
333,0.95654297,60.480057,-0.21526718
334,3.478099,0.0041503906,0.25805664
335,3.478099,61.90236,0.25805664
336,3.478099,61.90236,-0.4334351
337,7.0679026,-0.034423828,-0.013427734
338,7.0679026,62.51819,-0.013427734
339,7.0679026,62.51819,-0.47755724
340,10.448217,0.0087890625,-0.05102539
341,10.448217,63.12032,-0.05102539
342,10.448217,63.12032,-0.440458
343,13.868525,0.02368164,-0.043701172
344,13.868525,63.746536,-0.043701172
345,13.868525,63.746536,-0.44992363
346,16.970963,0.0017089844,-0.023925781
347,1.0593262,0.02368164,-0.49709922
348,1.0593262,0.02368164,-0.49709922
349,20.075289,0.02368164,-0.044189453
350,20.075289,64.823135,-0.044189453
351,20.075289,64.823135,-0.49587783
352,23.198051,0.026367188,-0.057373047
353,23.198051,65.344284,-0.057373047
354,23.198051,65.344284,-0.48213738
355,1.0693359,0.026123047,-0.084472656
356,1.0693359,0.026123047,-0.084472656
357,1.0693359,0.026123047,-0.084472656
358,29.6147,0.026123047,-0.084472656
359,29.6147,66.35664,-0.084472656
360,29.6147,66.35664,-0.75282437
361,1.0742188,0.028076172,-0.07128906
362,1.0742188,0.028076172,-0.07128906
363,1.0742188,0.028076172,-0.07128906
364,1.0595703,66.96644,-0.4354198
365,1.0595703,66.96644,-0.4354198
366,1.0595703,66.96644,-0.4354198
367,33.79234,-0.0126953125,0
368,33.79234,67.49955,0
369,1.0661621,-0.0048828125,0.0061035156
370,1.0595703,-0.0007324219,0.02758789
371,1.0595703,-0.0007324219,0.02758789
372,1.0595703,-0.0007324219,0.02758789
373,1.1193848,0.048095703,0.051513672
374,1.1193848,0.048095703,0.051513672
375,1.1193848,0.048095703,0.051513672
376,36.634075,0.048095703,0.051513672
377,36.634075,68.94651,0.051513672
378,36.634075,68.94651,-0.10244271
379,1.0383301,-0.026611328,0.009277344
380,1.0383301,-0.026611328,0.009277344
381,1.0383301,-0.026611328,0.009277344
382,1.0998535,69.5175,-0.04183203
383,1.0998535,69.5175,-0.04183203
384,1.0998535,69.5175,-0.04183203
385,1.1337891,0.1171875,-0.048828125
386,1.1337891,0.1171875,-0.048828125
387,1.1337891,0.1171875,-0.048828125
388,1.0048828,-0.10546875,-0.045654297
389,1.0048828,-0.10546875,-0.045654297
390,1.0048828,-0.10546875,-0.045654297
391,29.94311,70.58412,-0.045654297
392,29.94311,70.58412,-0.045654297
393,29.94311,70.58412,-0.551145
394,1.1027832,70.78322,-0.550687
395,1.1027832,70.78322,-0.550687
396,1.1027832,70.78322,-0.550687
397,1.2709961,0.029052734,-0.15649414
398,1.2709961,0.029052734,-0.15649414
399,1.2709961,0.029052734,-0.15649414
400,32.368282,0.029052734,-0.15649414
401,32.368282,71.62613,-0.15649414
402,32.368282,71.62613,-0.32992366
403,0.9682617,-0.012451172,-0.009277344
404,0.9682617,-0.012451172,-0.009277344
405,0.9682617,-0.012451172,-0.009277344
406,1.1801758,0.07128906,-0.4290076
407,1.1801758,0.07128906,-0.4290076
408,1.1801758,0.07128906,-0.4290076
409,27.539677,0.07128906,-0.068115234
410,27.539677,72.849884,-0.26671752
411,27.539677,72.849884,-0.26671752
412,1.0891113,0.061767578,0.103759766
413,1.0891113,0.061767578,0.103759766
414,1.0891113,0.061767578,0.103759766
415,1.0483398,0.029541016,-0.3332824
416,1.0483398,0.029541016,-0.3332824
417,1.0483398,0.029541016,-0.3332824
418,33.83078,0.029541016,-0.115234375
419,33.83078,73.415764,-0.115234375
420,1.092041,0.07421875,-0.17480469
421,1.0517578,0.05029297,0.09863281
422,1.0517578,0.05029297,0.09863281
423,1.0517578,0.05029297,0.09863281
424,0.99194336,0.014160156,-0.19450375
425,0.99194336,0.014160156,-0.19450375
426,0.99194336,0.014160156,-0.19450375
427,1.1394043,-0.12231445,-0.04663086
428,1.1394043,-0.12231445,-0.04663086
429,1.1394043,-0.12231445,-0.04663086
430,1.0556641,0.25854492,-0.064941406
431,1.0556641,0.25854492,-0.064941406
432,1.0556641,0.25854492,-0.064941406
433,37.206356,74.63246,-0.064941406
434,37.206356,74.63246,-0.064941406
435,37.206356,74.63246,-0.36763352
436,1.0424805,-0.099609375,-0.033447266
437,1.0424805,-0.099609375,-0.033447266
438,1.0424805,-0.099609375,-0.033447266
439,1.0830078,0.23144531,-0.08105469
440,1.0830078,0.23144531,-0.08105469
441,1.0830078,0.23144531,-0.08105469
442,1.072998,0.033691406,-0.18488543
443,1.072998,0.033691406,-0.18488543
444,1.072998,0.033691406,-0.18488543
445,36.837463,0.033691406,0.10205078
446,36.837463,75.61425,0.10205078
447,36.837463,75.61425,-0.08748084
448,1.4145508,-0.030273438,-0.044921875
449,1.4145508,-0.030273438,-0.044921875
450,1.4145508,-0.030273438,-0.044921875
451,0.5749512,-0.08251953,-0.11303711
452,0.5749512,-0.08251953,-0.11303711
453,0.5749512,-0.08251953,-0.11303711
454,32.392,-0.08251953,-0.11303711
455,1.3408203,0.04321289,-0.051513672
456,1.3408203,0.04321289,-0.051513672
457,1.0678711,0.056152344,-0.36671746
458,1.0678711,0.056152344,-0.36671746
459,1.0678711,0.056152344,-0.36671746
460,32.031315,0.056152344,-0.044677734
461,32.031315,76.88747,-0.044677734
462,32.031315,76.88747,-0.2497709
463,29.97699,-0.06713867,-0.032714844
464,29.97699,77.17143,-0.032714844
465,29.97699,77.17143,-0.26503807
466,26.639048,77.64053,-0.0017089844
467,26.639048,77.64053,-0.0017089844
468,26.639048,77.64053,-0.59236634
469,1.0402832,-0.0056152344,0.0036621094
470,1.0402832,-0.0056152344,0.0036621094
471,1.0402832,-0.0056152344,0.0036621094
472,1.0332031,77.96695,-0.5651908
473,1.0332031,77.96695,-0.5651908
474,1.0332031,77.96695,-0.5651908
475,26.119474,78.26031,-0.0126953125
476,26.119474,78.26031,-0.0126953125
477,1.0610352,0.0021972656,-0.5641221
478,26.049555,0.0021972656,0.017822266
479,26.049555,78.548325,-0.55618316
480,26.049555,78.548325,-0.55618316
481,1.0649414,-0.017333984,0.01977539
482,1.0649414,-0.017333984,0.01977539
483,1.0649414,-0.017333984,0.01977539
484,24.72776,-0.017333984,0.01977539
485,24.72776,79.09418,0.01977539
486,24.72776,79.09418,-0.5485496
487,24.67259,0.004638672,0.01586914
488,24.67259,79.36401,0.01586914
489,24.67259,79.36401,-0.54229003
490,24.672998,0.0043945312,0.016357422
491,24.672998,79.633415,0.016357422
492,24.672998,79.633415,-0.54183203
493,24.194698,0.0031738281,0.021972656
494,24.194698,79.887054,0.021972656
495,24.194698,79.887054,-0.5415267
496,1.059082,-0.0087890625,0.018310547
497,1.059082,-0.0087890625,0.018310547
498,1.059082,-0.0087890625,0.018310547
499,23.520748,80.402466,0.018310547
500,23.520748,80.402466,0.018310547
501,1.0581055,80.402466,-0.5363358
502,1.0627441,0.0043945312,0.0048828125
503,1.0627441,0.0043945312,0.0048828125
504,1.0627441,0.0043945312,0.0048828125
505,1.0620117,-0.00048828125,0.023925781
506,1.0620117,-0.00048828125,0.023925781
507,1.0620117,-0.00048828125,0.023925781
508,23.359745,-0.00048828125,0.023925781
509,23.359745,81.13161,0.023925781
510,23.359745,81.13161,-0.52931297
511,23.421473,-0.0031738281,0.020751953
512,23.421473,81.36271,0.020751953
513,23.421473,81.36271,-0.5274809
514,23.11836,0.0043945312,0.018798828
515,23.11836,81.594635,0.018798828
516,23.11836,81.594635,-0.5303817
517,22.71721,-0.005859375,0.011230469
518,22.71721,81.81238,0.011230469
519,22.71721,81.81238,-0.52671754
520,1.067627,0.00024414062,0.016601562
521,1.067627,0.00024414062,0.016601562
522,1.067627,0.00024414062,0.016601562
523,22.040306,82.24287,0.016601562
524,22.040306,82.24287,0.016601562
525,22.040306,82.24287,-0.5192366
526,21.863867,0.00024414062,0.02319336
527,21.863867,82.44909,0.02319336
528,21.863867,82.44909,-0.51541984
529,21.572218,0.0009765625,0.014892578
530,21.572218,82.65346,0.014892578
531,21.572218,82.65346,-0.51648855
532,1.0593262,0.005126953,0.014404297
533,1.0593262,0.005126953,0.014404297
534,1.0593262,0.005126953,0.014404297
535,20.893755,83.05468,0.014404297
536,20.893755,83.05468,0.014404297
537,20.893755,83.05468,-0.51450384
538,1.0639648,0.0087890625,0.015380859
539,1.0639648,0.0087890625,0.015380859
540,1.0639648,0.0087890625,0.015380859
541,1.0581055,83.43637,-0.5073283
542,1.0581055,83.43637,-0.5073283
543,1.0581055,83.43637,-0.5073283
544,20.469593,0.00024414062,0.01928711
545,20.469593,83.62044,0.01928711
546,20.469593,83.62044,-0.5059542
547,20.31524,-0.00390625,0.0146484375
548,20.31524,83.799355,0.0146484375
549,20.31524,83.799355,-0.50610685
550,1.0625,0.0075683594,0.011230469
551,1.0625,0.0075683594,0.011230469
552,1.0625,0.0075683594,0.011230469
553,20.348753,0.0075683594,0.011230469
554,20.348753,84.15747,0.011230469
555,20.348753,84.15747,-0.50030535
556,1.0585938,84.33084,-0.49709925
557,1.0585938,84.33084,-0.49709925
558,1.0585938,84.33084,-0.49709925
559,1.059082,-0.0021972656,0.022705078
560,1.059082,-0.0021972656,0.022705078
561,1.059082,-0.0021972656,0.022705078
562,19.464981,-0.0021972656,0.022705078
563,19.464981,84.65709,0.022705078
564,19.464981,84.65709,-0.49206108
565,1.0620117,-0.0014648438,0.017089844
566,1.0620117,-0.0014648438,0.017089844
567,1.0620117,-0.0014648438,0.017089844
568,1.0646973,0.00024414062,0.008300781
569,1.0646973,0.00024414062,0.008300781
570,1.0646973,0.00024414062,0.008300781
571,1.0671387,85.137375,-0.48916033
572,1.0671387,85.137375,-0.48916033
573,1.0671387,85.137375,-0.48916033
574,1.0610352,-0.00390625,0.016601562
575,1.0610352,-0.00390625,0.016601562
576,1.0610352,-0.00390625,0.016601562
577,18.560709,-0.00390625,0.016601562
578,18.560709,85.43838,0.016601562
579,1.0673828,85.43838,-0.4854962
580,1.0637207,0.0041503906,0.017822266
581,1.0637207,0.0041503906,0.017822266
582,1.0637207,0.0041503906,0.017822266
583,17.938145,0.0041503906,0.017822266
584,17.938145,85.73086,0.017822266
585,17.938145,85.73086,-0.4822901
586,17.994047,-0.0014648438,0.014404297
587,17.994047,85.8708,0.014404297
588,17.994047,85.8708,-0.4801527
589,1.0527344,0.0043945312,-0.48000002
590,1.0527344,0.0043945312,-0.48000002
591,1.0527344,0.0043945312,-0.48000002
592,17.789476,86.14102,-0.47770995
593,17.789476,86.14102,-0.47770995
594,17.789476,86.14102,-0.47770995
595,17.756966,0.0017089844,0.020263672
596,17.756966,86.274086,0.020263672
597,17.756966,86.274086,-0.4780153
598,1.0649414,86.407166,-0.47465652
599,1.0649414,86.407166,-0.47465652
600,1.0649414,86.407166,-0.47465652
601,1.060791,0.0024414062,0.0087890625
602,1.060791,0.0024414062,0.0087890625
603,1.060791,0.0024414062,0.0087890625
604,1.0683594,0.0024414062,-0.47145042
605,1.0683594,0.0024414062,-0.47145042
606,1.0683594,0.0024414062,-0.47145042
607,16.823086,86.7776,-0.46916035
608,16.823086,86.7776,-0.46916035
609,16.823086,86.7776,-0.46916035
610,1.0737305,86.89184,-0.46702296
611,1.0737305,86.89184,-0.46702296
612,1.0737305,86.89184,-0.46702296
613,17.04199,-0.005859375,0.013427734
614,17.04199,86.999214,0.013427734
615,17.04199,86.999214,-0.46488556
616,17.130283,-0.00390625,0.01953125
617,17.130283,87.1181,0.01953125
618,17.130283,87.1181,-0.46030542
619,16.91788,87.23528,0.021972656
620,16.91788,87.23528,0.021972656
621,16.91788,87.23528,-0.46061078
622,1.0622559,0.0017089844,0.018798828
623,1.0622559,0.0017089844,0.018798828
624,1.0622559,0.0017089844,0.018798828
625,1.0664062,87.43803,-0.45786268
626,1.0664062,87.43803,-0.45786268
627,1.0664062,87.43803,-0.45786268
628,16.37016,0.0024414062,0.020507812
629,16.37016,87.54501,-0.45648864
630,16.37016,87.54501,-0.45648864
631,1.0563965,87.637505,-0.45419857
632,1.0563965,87.637505,-0.45419857
633,1.0563965,87.637505,-0.45419857
634,1.0620117,-0.0024414062,0.025634766
635,1.0620117,-0.0024414062,0.025634766
636,1.0620117,-0.0024414062,0.025634766
637,1.0625,-0.0017089844,-0.45038176
638,1.0625,-0.0017089844,-0.45038176
639,1.0625,-0.0017089844,-0.45038176
640,15.529139,87.93442,-0.447939
641,15.529139,87.93442,-0.447939
642,15.529139,87.93442,-0.447939
643,1.0595703,-0.0009765625,0.024169922
644,1.0595703,-0.0009765625,0.024169922
645,1.0595703,-0.0009765625,0.024169922
646,15.2306,-0.0009765625,0.024169922
647,15.2306,88.12238,0.024169922
648,15.2306,88.12238,-0.4442749
649,15.098706,-0.004638672,0.017822266
650,15.098706,88.21126,0.017822266
651,15.098706,88.21126,-0.44137415
652,14.629014,88.30584,-0.44122148
653,14.629014,88.30584,-0.44122148
654,14.629014,88.30584,-0.44122148
655,1.0634766,0.009277344,0.021484375
656,1.0634766,0.009277344,0.021484375
657,1.0634766,0.009277344,0.021484375
658,1.0620117,88.48022,-0.43496194
659,1.0620117,88.48022,-0.43496194
660,1.0620117,88.48022,-0.43496194
661,14.45815,-0.0012207031,0.017578125
662,14.45815,88.56123,0.017578125
663,1.0617676,-0.0061035156,-0.4325192
664,1.0600586,0.0007324219,-0.42748103
665,1.0600586,0.0007324219,-0.42748103
666,1.0600586,0.0007324219,-0.42748103
667,1.0610352,0.0007324219,0.010986328
668,1.0610352,0.0007324219,0.010986328
669,1.0610352,0.0007324219,0.010986328
670,14.348501,0.0007324219,0.010986328
671,14.348501,88.79896,0.010986328
672,14.348501,88.79896,-0.42610696
673,14.288793,88.879234,0.015136719
674,14.288793,88.879234,0.015136719
675,14.288793,88.879234,-0.42122146
676,1.0632324,-0.0056152344,0.014892578
677,1.0632324,-0.0056152344,0.014892578
678,1.0632324,-0.0056152344,0.014892578
679,1.0529785,89.02569,-0.41786268
680,1.0529785,89.02569,-0.41786268
681,1.0529785,89.02569,-0.41786268
682,13.717616,0.0017089844,0.019042969
683,13.717616,89.10406,0.019042969
684,13.717616,89.10406,-0.41648865
685,1.0668945,0.0021972656,0.017822266
686,1.0668945,0.0021972656,0.017822266
687,1.0668945,0.0021972656,0.017822266
688,1.0583496,89.24313,-0.41221383
689,1.0583496,89.24313,-0.41221383
690,1.0583496,89.24313,-0.41221383
691,13.900052,0.00390625,0.018798828
692,13.900052,89.30247,0.018798828
