timestamp,accX,accY,accZ
745,1.0637207,1.8503158,0.0015267176
749,1.0637207,-0.005859375,0.0015267176
750,1.0637207,-0.005859375,0.021728516
751,1.0576172,3.6631935,-0.00045801536
752,1.0576172,-0.005859375,-0.00045801536
753,1.0576172,-0.005859375,0.022216797
760,1.0656738,5.437436,0.0013740457
761,1.0656738,-0.00024414062,0.0013740457
762,1.0656738,-0.00024414062,0.017822266
763,1.0649414,7.18114,0.0051908395
764,1.0649414,0.0043945312,0.0051908395
765,1.0649414,0.0043945312,0.018798828
766,1.0598145,8.894363,0.007938931
767,1.0598145,0.0036621094,0.007938931
774,1.0598145,0.0036621094,0.023925781
775,1.0510254,10.502518,0.021068702
776,1.0510254,0.030761719,0.021068702
777,1.0510254,0.030761719,0.07006836
784,1.0256348,12.1970625,-0.14458016
785,1.0256348,0.13208008,-0.14458016
786,1.0256348,0.13208008,-0.063964844
790,1.0036621,13.650784,-0.09022901
791,1.0036621,-0.06323242,-0.09022901
792,1.0036621,-0.06323242,0.07836914
793,1.1933594,15.153796,-0.060152676
794,1.1933594,-0.041992188,-0.060152676
795,1.1933594,-0.041992188,0.02319336
802,1.052002,16.62337,-0.10366413
803,1.052002,0.01586914,-0.10366413
804,1.052002,0.01586914,-0.014160156
805,1.0021973,18.346836,0.12885496
806,1.0021973,-0.111572266,0.12885496
807,1.0021973,-0.111572266,0.2536621
811,1.0537109,19.766062,-0.28595418
812,1.0537109,-0.12060547,-0.28595418
813,1.0537109,-0.12060547,-0.4013672
820,1.0869141,21.089628,-0.4425954
821,1.0869141,0.053710938,-0.4425954
822,1.0869141,0.053710938,0.20874023
826,1.1003418,22.164383,-0.74305344
827,1.1003418,-0.27368164,-0.74305344
828,1.1003418,-0.27368164,0.13183594
829,1.0864258,23.533566,-0.7838168
830,1.0864258,0.16870117,-0.7838168
831,1.0864258,0.16870117,-0.010498047
835,1.1865234,24.349155,-0.6410687
839,1.1865234,-0.14770508,-0.6410687
840,1.1865234,-0.14770508,0.10888672
844,0.58154297,25.339949,-0.84580153
845,0.58154297,-0.16723633,-0.84580153
846,0.58154297,-0.16723633,-0.0017089844
847,1.3312988,26.383106,-1.5290077
848,1.3312988,0.078125,-1.5290077
849,1.3312988,0.078125,0.015136719
856,0.95166016,28.039902,-1.5905344
857,0.95166016,-0.032714844,-1.5905344
858,0.95166016,-0.032714844,0.1730957
862,1.0795898,28.90654,-1.4738932
863,1.0795898,0.06347656,-1.4738932
864,1.0795898,0.06347656,0.18139648
865,0.9975586,30.378881,-1.258168
866,0.9975586,0.014892578,-1.258168
870,0.9975586,0.014892578,-0.1550293
871,1.1943359,31.331026,-1.4535878
872,1.1943359,-0.2319336,-1.4535878
873,1.1943359,-0.2319336,0.2368164
877,0.94140625,32.104958,-1.037252
881,0.94140625,0.17578125,-1.037252
882,0.94140625,0.17578125,-0.045654297
886,1.0461426,33.54474,-1.2952672
887,1.0461426,0.1574707,-1.2952672
888,1.0461426,0.1574707,-0.035888672
889,1.2312012,34.326687,-2.096794
890,1.2312012,-0.43920898,-2.096794
894,1.2312012,-0.43920898,0.13574219
898,1.0859375,35.360863,-1.1508397
899,1.0859375,0.02368164,-1.1508397
900,1.0859375,0.02368164,-0.020263672
901,0.5258789,36.29359,-1.2940458
902,0.5258789,-0.078125,-1.2940458
903,0.5258789,-0.078125,-0.08081055
910,1.2346191,37.352272,-1.3035115
911,1.2346191,0.033203125,-1.3035115
912,1.2346191,0.033203125,0.20947266
913,1.0639648,37.62472,-1.1082443
914,1.0639648,-0.026367188,-1.1082443
915,1.0639648,-0.026367188,0.03857422
922,1.0224609,38.692715,-1.3596947
923,1.0224609,-0.053955078,-1.3596947
924,1.0224609,-0.053955078,0.11645508
925,1.0322266,39.75623,-1.8137405
926,1.0322266,0.018798828,-1.8137405
927,1.0322266,0.018798828,0.07348633
931,1.020752,40.449768,-1.8509924
935,1.020752,0.057861328,-1.8509924
936,1.020752,0.057861328,-0.038330078
940,1.0700684,41.464417,-1.8818321
941,1.0700684,0.012939453,-1.8818321
942,1.0700684,0.012939453,-0.103271484
943,1.0625,42.48115,-1.8731298
944,1.0625,0.016113281,-1.8731298
945,1.0625,0.016113281,0.025878906
949,1.0612793,43.491108,-1.876794
950,1.0612793,0.005126953,-1.876794
951,1.0612793,0.005126953,0.021484375
956,1.0593262,44.486004,-1.8748093
957,1.0593262,0.0009765625,-1.8748093
960,1.0593262,0.0009765625,0.01928711
961,1.0600586,45.45755,-1.8752673
962,1.0600586,0.0068359375,-1.8752673
966,1.0600586,0.0068359375,0.015380859
1,1.0688477,1.8617269,0.00091603055
2,1.0688477,-0.00390625,0.00091603055
3,1.0688477,-0.00390625,0.011962891
10,1.0742188,3.6839643,0.001221374
11,1.0742188,-0.00048828125,0.001221374
12,1.0742188,-0.00048828125,0.013183594
15,1.0625,5.468171,0.002290076
16,1.0625,0.0017089844,0.002290076
17,1.0625,0.0017089844,0.013183594
19,1.064209,7.2177873,0.004580152
23,1.064209,0.00024414062,0.004580152
24,1.064209,0.00024414062,0.010986328
28,1.0603027,8.928444,0.0050381673
29,1.0603027,-0.0031738281,0.0050381673
30,1.0603027,-0.0031738281,0.01928711
31,1.0708008,10.609028,0.005343511
32,1.0708008,-0.008300781,0.005343511
36,1.0708008,-0.008300781,0.016357422
37,1.0651855,12.255407,0.010229006
38,1.0651855,0.0007324219,0.010229006
39,1.0651855,0.0007324219,0.0087890625
43,1.0688477,13.861421,0.010229006
44,1.0688477,-0.001953125,0.010229006
45,1.0688477,-0.001953125,0.013916016
49,1.0664062,15.44815,0.013893128
50,1.0664062,-0.004638672,0.013893128
51,1.0664062,-0.004638672,0.01171875
55,1.0661621,16.998335,0.014809159
56,1.0661621,-0.0056152344,0.014809159
60,1.0661621,-0.0056152344,0.013427734
61,1.065918,18.523026,0.017099235
62,1.065918,-0.0036621094,0.017099235
63,1.065918,-0.0036621094,0.009521484
69,1.0600586,20.010517,0.018167937
70,1.0600586,-0.004638672,0.018167937
71,1.0600586,-0.004638672,0.020996094
73,1.0620117,21.474335,0.02198473
77,1.0620117,-0.0026855469,0.02198473
78,1.0620117,-0.0026855469,0.014404297
81,1.0600586,22.908041,0.023206104
82,1.0600586,-0.004638672,0.023206104
83,1.0600586,-0.004638672,0.0063476562
85,1.0671387,24.312426,0.023358775
86,1.0671387,0.0009765625,0.023358775
87,1.0671387,0.0009765625,0.016601562
91,1.0693359,25.684359,0.023206104
95,1.0693359,-0.005859375,0.023206104
96,1.0693359,-0.005859375,0.015380859
97,1.064209,27.027414,0.024885492
98,1.064209,-0.0029296875,0.024885492
99,1.064209,-0.0029296875,0.011230469
103,1.0673828,28.34282,0.025343508
104,1.0673828,-0.0007324219,0.025343508
105,1.0673828,-0.0007324219,0.015380859
111,1.0622559,29.628914,0.026106866
113,1.0622559,-0.0036621094,0.026106866
114,1.0622559,-0.0036621094,0.009765625
115,1.0622559,30.890911,0.027938927
116,1.0622559,-0.008544922,0.027938927
117,1.0622559,-0.008544922,0.008300781
121,1.0686035,32.12527,0.027938927
125,1.0686035,-0.00390625,0.027938927
126,1.0686035,-0.00390625,0.011962891
127,1.0593262,33.33952,0.030534346
128,1.0593262,-0.0009765625,0.030534346
129,1.0593262,-0.0009765625,0.013427734
136,1.0654297,34.531452,0.032213736
137,1.0654297,-0.008300781,0.032213736
138,1.0654297,-0.008300781,0.0034179688
139,1.0598145,35.70958,0.030839691
143,1.0598145,-0.004638672,0.030839691
144,1.0598145,-0.004638672,0.01586914
148,1.0683594,36.8545,0.02992366
149,1.0683594,0.0021972656,0.02992366
150,1.0683594,0.0021972656,0.021728516
153,1.0725098,37.97924,0.034809157
154,1.0725098,-0.0068359375,0.034809157
155,1.0725098,-0.0068359375,0.007080078
157,1.0646973,39.07731,0.03419847
158,1.0646973,-0.0036621094,0.03419847
159,1.0646973,-0.0036621094,0.009033203
163,1.0678711,40.14847,0.036641218
167,1.0678711,-0.009765625,0.036641218
168,1.0678711,-0.009765625,0.010253906
170,1.0603027,41.200466,0.03923664
171,1.0603027,-0.006591797,0.03923664
172,1.0603027,-0.006591797,0.01171875
175,1.0651855,42.240864,0.039847326
179,1.0651855,-0.0063476562,0.039847326
180,1.0651855,-0.0063476562,0.009033203
183,1.0664062,43.250206,0.041526716
184,1.0664062,-0.0021972656,0.041526716
185,1.0664062,-0.0021972656,0.005859375
187,1.0593262,44.2422,0.04442748
188,1.0593262,-0.0063476562,0.04442748
189,1.0593262,-0.0063476562,0.016845703
196,1.0654297,45.21224,0.04625954
197,1.0654297,-0.0036621094,0.04625954
198,1.0654297,-0.0036621094,0.009033203
199,1.0688477,46.16616,0.046106867
200,1.0688477,-0.0014648438,0.046106867
201,1.0688477,-0.0014648438,0.015625
206,1.0603027,47.092934,0.045954194
207,1.0603027,-0.0061035156,0.045954194
208,1.0603027,-0.0061035156,0.0063476562
214,1.0625,48.016186,0.045038164
215,1.0625,-0.0021972656,0.045038164
216,1.0625,-0.0021972656,0.012207031
219,1.0576172,48.9109,0.04732824
220,1.0576172,-0.0012207031,0.04732824
221,1.0576172,-0.0012207031,0.015136719
224,1.0625,49.78366,0.045801524
225,1.0625,0.00024414062,0.045801524
226,1.0625,0.00024414062,0.015380859
232,1.0673828,50.63454,0.052213736
233,1.0673828,-0.0053710938,0.052213736
234,1.0673828,-0.0053710938,0.01586914
235,1.0620117,51.486443,0.053740453
236,1.0620117,-0.0043945312,0.053740453
237,1.0620117,-0.0043945312,0.011474609
241,1.0622559,52.317944,0.055572513
242,1.0622559,-0.0053710938,0.055572513
243,1.0622559,-0.0053710938,0.009033203
250,1.0612793,53.1272,0.059236635
251,1.0612793,-0.009277344,0.059236635
252,1.0612793,-0.009277344,0.015380859
253,1.0610352,53.915817,0.06122137
257,1.0610352,-0.0017089844,0.06122137
258,1.0610352,-0.0017089844,0.009521484
259,1.067627,54.696125,0.06305343
260,1.067627,-0.0026855469,0.06305343
261,1.067627,-0.0026855469,0.013671875
268,1.0634766,55.455013,0.0642748
269,1.0634766,-0.0009765625,0.0642748
270,1.0634766,-0.0009765625,0.014892578
271,1.064209,56.19619,0.06290076
275,1.064209,0.0012207031,0.06290076
276,1.064209,0.0012207031,0.010498047
277,1.0625,56.928696,0.0642748
278,1.0625,0.0024414062,0.0642748
279,1.0625,0.0024414062,0.0107421875
283,1.0651855,57.645046,0.06580152
284,1.0651855,0,0.06580152
285,1.0651855,0,0.005126953
291,1.0600586,58.352455,0.06259542
292,1.0600586,-0.0036621094,0.06259542
293,1.0600586,-0.0036621094,0.016113281
295,1.0595703,59.045105,0.06442748
299,1.0595703,-0.004638672,0.06442748
300,1.0595703,-0.004638672,0.017822266
304,1.0610352,59.718975,0.062442746
305,1.0610352,-0.0024414062,0.062442746
306,1.0610352,-0.0024414062,0.01953125
310,1.0656738,60.378464,0.06534351
311,1.0656738,-0.011474609,0.06534351
312,1.0656738,-0.011474609,0.012939453
313,1.0673828,61.030426,0.06534351
317,1.0673828,-0.004638672,0.06534351
318,1.0673828,-0.004638672,0.015380859
319,1.0776367,61.661556,0.06534351
320,1.0776367,-0.016601562,0.06534351
321,1.0776367,-0.016601562,0.009521484
328,1.0710449,62.29295,0.06595419
329,1.0710449,-0.0061035156,0.06595419
330,1.0710449,-0.0061035156,0.013671875
331,1.088623,62.904625,0.063816786
335,1.088623,-0.013183594,0.063816786
336,1.088623,-0.013183594,0.017333984
340,1.0634766,63.50232,0.06488549
341,1.0634766,-0.0031738281,0.06488549
342,1.0634766,-0.0031738281,0.018066406
343,1.0634766,64.09443,0.06610686
344,1.0634766,-0.0078125,0.06610686
345,1.0634766,-0.0078125,0.012451172
352,1.0754395,64.6663,0.07083969
353,1.0754395,-0.0146484375,0.07083969
354,1.0754395,-0.0146484375,0.018798828
358,1.0651855,65.22082,0.06809159
359,1.0651855,-0.0041503906,0.06809159
360,1.0651855,-0.0041503906,0.015380859
361,1.0612793,65.76678,0.073740445
362,1.0612793,-0.00390625,0.073740445
363,1.0612793,-0.00390625,0.0234375
370,1.0644531,66.3134,0.07923663
371,1.0644531,-0.00024414062,0.07923663
372,1.0644531,-0.00024414062,0.010986328
376,1.0622559,66.83905,0.079541974
377,1.0622559,0.0029296875,0.079541974
378,1.0622559,0.0029296875,0.022216797
382,1.0571289,67.353355,0.08045801
383,1.0571289,-0.0024414062,0.08045801
384,1.0571289,-0.0024414062,0.0075683594
388,1.0615234,67.85949,0.08152671
389,1.0615234,-0.0068359375,0.08152671
390,1.0615234,-0.0068359375,0.014160156
394,1.0678711,68.35417,0.08564885
395,1.0678711,-0.0073242188,0.08564885
396,1.0678711,-0.0073242188,0.020507812
400,1.0668945,68.84409,0.0880916
401,1.0668945,-0.0017089844,0.0880916
402,1.0668945,-0.0017089844,0.010986328
406,1.0388184,69.32528,0.10152671
407,1.0388184,-0.0014648438,0.10152671
408,1.0388184,-0.0014648438,0.009521484
412,1.0734863,69.77584,0.109618306
413,1.0734863,-0.027832031,0.109618306
414,1.0734863,-0.027832031,0.007080078
415,1.0678711,70.24035,0.11022899
416,1.0678711,0.0012207031,0.11022899
420,1.0678711,0.0012207031,0.016113281
421,1.0593262,70.69112,0.113740444
422,1.0593262,-0.00390625,0.113740444
423,1.0593262,-0.00390625,0.011474609
427,1.0632324,71.13184,0.11190838
428,1.0632324,-0.0075683594,0.11190838
432,1.0632324,-0.0075683594,0.014160156
436,1.0627441,71.5645,0.115419835
437,1.0627441,-0.0031738281,0.115419835
438,1.0627441,-0.0031738281,0.020019531
442,1.0629883,71.994774,0.11633587
443,1.0629883,-0.0036621094,0.11633587
444,1.0629883,-0.0036621094,0.010009766
445,1.0625,72.41155,0.11389312
446,1.0625,-0.0056152344,0.11389312
447,1.0625,-0.0056152344,0.0126953125
451,1.0693359,72.82948,0.11587785
455,1.0693359,0.006591797,0.11587785
456,1.0693359,0.006591797,0.014160156
459,1.0703125,73.23496,0.1161832
460,1.0703125,-0.009765625,0.1161832
461,1.0703125,-0.009765625,0.025390625
463,1.0651855,73.62913,0.11572518
464,1.0651855,-0.0021972656,0.11572518
465,1.0651855,-0.0021972656,0.011230469
471,1.0678711,74.01752,0.11603053
473,1.0678711,-0.00390625,0.11603053
474,1.0678711,-0.00390625,0.0107421875
478,1.0625,74.39653,0.11358778
479,1.0625,-0.0021972656,0.11358778
480,1.0625,-0.0021972656,0.018798828
481,1.0703125,74.759155,0.11267175
482,1.0703125,-0.0061035156,0.11267175
483,1.0703125,-0.0061035156,0.013427734
487,1.064209,75.12178,0.116946556
491,1.064209,-0.0048828125,0.116946556
492,1.064209,-0.0048828125,0.009521484
496,1.0656738,75.482704,0.12106869
497,1.0656738,-0.0009765625,0.12106869
498,1.0656738,-0.0009765625,0.017578125
499,1.0668945,75.83367,0.12396946
500,1.0668945,-0.0043945312,0.12396946
501,1.0668945,-0.0043945312,0.021240234
506,1.0688477,76.1744,0.12564884
507,1.0688477,0.0007324219,0.12564884
510,1.0688477,0.0007324219,-0.00024414062
514,1.0627441,76.50664,0.12519082
515,1.0627441,0.0021972656,0.12519082
516,1.0627441,0.0021972656,0.013427734
520,1.0627441,76.83714,0.12442747
521,1.0627441,-0.0043945312,0.12442747
522,1.0627441,-0.0043945312,0.016845703
523,1.0686035,77.158325,0.12656488
524,1.0686035,-0.004638672,0.12656488
525,1.0686035,-0.004638672,0.012207031
531,1.0576172,77.47353,0.124732815
533,1.0576172,0,0.124732815
534,1.0576172,0,0.01171875
537,1.0583496,77.77351,0.12549618
538,1.0583496,-0.008300781,0.12549618
539,1.0583496,-0.008300781,0.013427734
541,1.0683594,78.077156,0.12473282
542,1.0683594,-0.005859375,0.12473282
543,1.0683594,-0.005859375,0.009521484
548,1.0637207,78.370384,0.1259542
549,1.0637207,-0.0068359375,0.1259542
550,1.0637207,-0.0068359375,0.014404297
553,1.0695801,78.66538,0.13114503
557,1.0695801,0.0012207031,0.13114503
558,1.0695801,0.0012207031,0.010498047
559,1.0585938,78.95096,0.1285496
560,1.0585938,-0.0063476562,0.1285496
561,1.0585938,-0.0063476562,0.016357422
565,1.0632324,79.2265,0.12564884
566,1.0632324,-0.0036621094,0.12564884
567,1.0632324,-0.0036621094,0.0146484375
571,1.0571289,79.49816,0.12687021
572,1.0571289,-0.0024414062,0.12687021
576,1.0571289,-0.0024414062,0.019042969
580,1.0656738,79.760635,0.12396945
581,1.0656738,-0.0068359375,0.12396945
582,1.0656738,-0.0068359375,0.017578125
583,1.0654297,80.03124,0.124885485
584,1.0654297,-0.006591797,0.124885485
585,1.0654297,-0.006591797,0.0043945312
589,1.0644531,80.28545,0.1264122
593,1.0644531,-0.0075683594,0.1264122
594,1.0644531,-0.0075683594,0.014892578
595,1.0595703,80.54757,0.12977098
596,1.0595703,-0.0043945312,0.12977098
597,1.0595703,-0.0043945312,0.015136719
604,1.0627441,80.79214,0.13251907
605,1.0627441,-0.00024414062,0.13251907
606,1.0627441,-0.00024414062,-0.0012207031
610,1.0705566,81.02967,0.12793891
611,1.0705566,-0.0048828125,0.12793891
612,1.0705566,-0.0048828125,0.005126953
613,1.064209,81.25733,0.130687
617,1.064209,-0.0014648438,0.130687
618,1.064209,-0.0014648438,0.013671875
619,1.0593262,81.487366,0.12870227
620,1.0593262,-0.006591797,0.12870227
621,1.0593262,-0.006591797,0.011230469
625,1.0639648,81.713974,0.12839693
629,1.0639648,-0.0041503906,0.12839693
630,1.0639648,-0.0041503906,0.01586914
632,1.0617676,81.941536,0.12885495
633,1.0617676,-0.0026855469,0.12885495
636,1.0617676,-0.0026855469,0.018066406
638,1.065918,82.15906,0.13068701
639,1.065918,-0.0012207031,0.13068701
642,1.065918,-0.0012207031,0.014892578
644,1.0612793,82.37284,0.13206106
645,1.0612793,0,0.13206106
646,1.0612793,0,0.01953125
652,1.0634766,82.57903,0.1340458
653,1.0634766,-0.004638672,0.1340458
654,1.0634766,-0.004638672,0.009277344
655,1.0871582,82.77415,0.1340458
659,1.0871582,-0.013671875,0.1340458
660,1.0871582,-0.013671875,0.014160156
661,1.0668945,82.97859,0.13435113
662,1.0668945,-0.010009766,0.13435113
663,1.0668945,-0.010009766,0.016845703
668,1.0625,83.169174,0.13267174
671,1.0625,-0.0078125,0.13267174
672,1.0625,-0.0078125,0.011474609
676,1.0686035,83.362045,0.13175571
677,1.0686035,-0.0053710938,0.13175571
678,1.0686035,-0.0053710938,0.0034179688
682,1.0610352,83.552795,0.1328244
683,1.0610352,-0.0036621094,0.1328244
684,1.0610352,-0.0036621094,0.017333984
688,1.0625,83.72964,0.13572517
689,1.0625,-0.0061035156,0.13572517
690,1.0625,-0.0061035156,0.007080078
694,1.0693359,83.91551,0.1377099
695,1.0693359,-0.0009765625,0.1377099
696,1.0693359,-0.0009765625,0.011962891
697,1.0595703,84.09743,0.13984731
698,1.0595703,-0.0009765625,0.13984731
699,1.0595703,-0.0009765625,0.013916016
703,1.065918,84.27396,0.13694654
704,1.065918,-0.0048828125,0.13694654
705,1.065918,-0.0048828125,0.011230469
